		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Soil 1	Soil 	Leaf	Leaf 	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Moist.	Temp 1	Wet 1	Temp 1	Samp	Tx 	Recept	Int.
01/12/14	0:10	18.1	18.3	18.1	94	17.1	0.0	N	0.00	0.4	N	18.1	18.7	18.7	---	1016.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.002	0.000	24.3	65	17.3	24.9	11.84	 .0729	0.00	---	---	---	---	212	2	95.5	10
01/12/14	0:20	17.9	18.1	17.9	95	17.1	0.0	N	0.00	0.4	N	17.9	18.6	18.6	---	1016.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.003	0.000	24.2	65	17.2	24.9	11.84	 .0730	0.00	---	---	---	---	217	2	97.7	10
01/12/14	0:30	17.8	17.9	17.8	95	17.0	0.0	---	0.00	0.0	---	17.8	18.3	18.3	---	1016.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.004	0.000	24.2	65	17.2	24.9	11.84	 .0729	0.00	---	---	---	---	215	2	96.8	10
01/12/14	0:40	17.8	17.9	17.8	95	17.0	0.0	---	0.00	0.0	---	17.8	18.4	18.4	---	1016.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.003	0.000	24.4	65	17.4	25.1	11.83	 .0729	0.00	---	---	---	---	219	2	98.6	10
01/12/14	0:50	17.8	17.8	17.8	95	17.0	0.0	---	0.00	0.0	---	17.8	18.3	18.3	---	1016.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.004	0.000	24.1	65	17.1	24.8	11.84	 .0730	0.00	---	---	---	---	216	2	97.3	10
01/12/14	1:00	17.8	17.8	17.8	95	17.0	0.0	---	0.00	0.0	---	17.8	18.3	18.3	---	1016.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.004	0.000	24.2	65	17.2	24.9	11.84	 .0729	0.00	---	---	---	---	217	2	97.7	10
01/12/14	1:10	17.4	17.8	17.4	94	16.5	0.0	N	0.00	0.4	N	17.4	17.9	17.9	---	1016.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.006	0.000	24.1	65	17.1	24.8	11.84	 .0730	0.00	---	---	---	---	217	2	97.7	10
01/12/14	1:20	17.4	17.4	17.4	95	16.6	0.0	---	0.00	0.0	---	17.4	17.9	17.9	---	1016.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.007	0.000	24.1	65	17.1	24.8	11.84	 .0729	0.00	---	---	---	---	217	2	97.7	10
01/12/14	1:30	17.3	17.4	17.3	95	16.5	0.0	N	0.00	0.4	N	17.3	17.7	17.7	---	1015.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.007	0.000	24.2	64	17.0	24.8	11.64	 .0729	0.00	---	---	---	---	217	2	97.7	10
01/12/14	1:40	17.2	17.3	17.2	95	16.4	0.0	---	0.00	0.0	---	17.2	17.6	17.6	---	1015.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.008	0.000	24.0	65	17.0	24.7	11.85	 .0730	0.00	---	---	---	---	215	2	96.8	10
01/12/14	1:50	17.1	17.2	17.1	95	16.2	0.0	N	0.00	0.4	N	17.1	17.5	17.5	---	1015.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.009	0.000	24.1	64	16.9	24.8	11.64	 .0730	0.00	---	---	---	---	216	2	97.3	10
01/12/14	2:00	16.9	17.1	16.9	95	16.1	0.0	N	0.00	0.4	N	16.9	17.3	17.3	---	1015.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.010	0.000	24.0	65	17.0	24.7	11.85	 .0730	0.00	---	---	---	---	217	2	97.7	10
01/12/14	2:10	16.8	16.9	16.8	95	16.0	0.0	N	0.00	0.4	N	16.8	17.2	17.2	---	1015.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.010	0.000	24.0	64	16.8	24.7	11.65	 .0730	0.00	---	---	---	---	217	2	97.7	10
01/12/14	2:20	16.7	16.8	16.7	95	15.9	0.0	---	0.00	0.0	---	16.7	17.1	17.1	---	1015.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.011	0.000	23.9	64	16.7	24.6	11.65	 .0730	0.00	---	---	---	---	218	2	98.2	10
01/12/14	2:30	16.7	16.7	16.7	96	16.1	0.0	---	0.00	0.0	---	16.7	17.1	17.1	---	1015.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.011	0.000	24.0	64	16.8	24.7	11.65	 .0730	0.00	---	---	---	---	215	2	96.8	10
01/12/14	2:40	16.8	16.8	16.7	96	16.1	0.0	---	0.00	0.0	---	16.8	17.2	17.2	---	1015.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.011	0.000	24.1	64	16.9	24.8	11.64	 .0729	0.00	---	---	---	---	219	2	98.6	10
01/12/14	2:50	16.8	16.8	16.7	96	16.1	0.0	N	0.00	0.4	N	16.8	17.2	17.2	---	1015.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.011	0.000	23.9	64	16.7	24.6	11.65	 .0730	0.00	---	---	---	---	217	2	97.7	10
01/12/14	3:00	16.7	16.8	16.7	95	15.9	0.0	N	0.00	0.4	N	16.7	17.1	17.1	---	1015.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.011	0.000	23.9	64	16.7	24.6	11.65	 .0730	0.00	---	---	---	---	218	2	98.2	10
01/12/14	3:10	16.7	16.8	16.7	95	15.9	0.0	---	0.00	0.0	---	16.7	17.1	17.1	---	1015.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.012	0.000	23.9	64	16.7	24.6	11.65	 .0730	0.00	---	---	---	---	215	2	96.8	10
01/12/14	3:20	16.4	16.7	16.4	95	15.6	0.0	---	0.00	0.0	---	16.4	16.8	16.8	---	1015.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.013	0.000	23.9	64	16.7	24.6	11.65	 .0730	0.00	---	---	---	---	220	2	99.1	10
01/12/14	3:30	16.4	16.4	16.4	96	15.7	0.0	N	0.00	0.4	N	16.4	16.7	16.7	---	1015.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.014	0.000	24.0	63	16.5	24.6	11.45	 .0730	0.00	---	---	---	---	218	2	98.2	10
01/12/14	3:40	16.3	16.4	16.3	96	15.7	0.0	N	0.00	0.4	N	16.3	16.7	16.7	---	1015.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.014	0.000	23.8	64	16.6	24.5	11.65	 .0730	0.00	---	---	---	---	217	2	97.7	10
01/12/14	3:50	16.4	16.4	16.3	96	15.7	0.0	N	0.00	0.4	N	16.4	16.7	16.7	---	1015.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.014	0.000	23.9	64	16.7	24.6	11.65	 .0730	0.00	---	---	---	---	218	2	98.2	10
01/12/14	4:00	16.4	16.4	16.4	96	15.8	0.0	N	0.00	0.4	N	16.4	16.8	16.8	---	1015.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.013	0.000	23.8	64	16.6	24.5	11.65	 .0730	0.00	---	---	---	---	217	2	97.7	10
